timestamp,frame,fps,command,position,orientation,left_velocity,right_velocity,detection_time,planning_time,path_length,distance_to_goal,occupancy_percent,traversability_score,static_objects,dynamic_objects
12.457524061203003,67,5.378271056030406,LEFT,"(57, 65)",255,-0.25,0.25,,0.05530381202697754,66,2.118962010041709,8.79861111111111,0.7178139800088775,7,3
12.624182224273682,68,5.386483253102739,LEFT,"(57, 65)",270,-0.25,0.25,,0.05530381202697754,66,2.118962010041709,8.8125,0.7180301354721327,7,3
12.802984237670898,69,5.389363892493202,FORWARD,"(57, 64)",270,0.5,0.5,,0.05530381202697754,66,2.024845673131659,8.86111111111111,0.71740592749468,7,3
12.983273983001709,70,5.391548093043879,FORWARD,"(57, 63)",270,0.5,0.5,,0.05530381202697754,66,1.9313207915827972,8.854166666666668,0.7173273014063667,7,3
13.166747331619263,71,5.392367931738007,FORWARD,"(57, 62)",270,0.5,0.5,,0.05530381202697754,66,1.8384776310850237,8.86111111111111,0.7173312662867012,7,3
13.349967241287231,72,5.393267235984979,FORWARD,"(57, 61)",270,0.5,0.5,,0.05530381202697754,66,1.7464249196572987,8.79861111111111,0.7177136236950057,7,3
13.531875133514404,73,5.394665952284873,FORWARD,"(57, 60)",270,0.5,0.5,,0.05530381202697754,66,1.6552945357246849,8.791666666666668,0.7186232303065064,7,3
13.697646141052246,74,5.4023841187121056,FORWARD,"(57, 59)",270,0.5,0.5,,0.05530381202697754,66,1.5652475842498532,8.819444444444445,0.7186147919525924,7,3
13.878416299819946,75,5.404070549933297,FORWARD,"(57, 58)",270,0.5,0.5,,0.05530381202697754,66,1.476482306023341,8.79861111111111,0.7199739024326525,7,3
14.061371326446533,76,5.404874036277664,RIGHT,"(57, 58)",255,0.25,-0.25,,0.05530381202697754,66,1.476482306023341,8.770833333333334,0.720931278174965,7,3
14.244810104370117,77,5.405473669434228,RIGHT,"(57, 58)",240,0.25,-0.25,,0.05530381202697754,66,1.476482306023341,8.666666666666668,0.7225478292548292,7,3
14.42788815498352,78,5.406192860673759,RIGHT,"(57, 58)",225,0.25,-0.25,,0.05530381202697754,66,1.476482306023341,8.618055555555555,0.7239330887666207,7,3
14.611094236373901,79,5.406846297555079,FORWARD,"(56, 57)",225,0.5,0.5,,0.05530381202697754,66,1.3416407864998743,8.5,0.725922051876735,7,3
14.793076992034912,80,5.407931423851874,LEFT,"(56, 57)",240,-0.25,0.25,,0.05530381202697754,66,1.3416407864998743,8.520833333333332,0.726992536657417,7,3
14.975364208221436,81,5.408879518831775,LEFT,"(56, 57)",255,-0.25,0.25,,0.05530381202697754,66,1.3416407864998743,8.458333333333332,0.7286987544243699,7,3
15.157066106796265,82,5.4100144000221855,LEFT,"(56, 57)",270,-0.25,0.25,,0.05530381202697754,66,1.3416407864998743,8.430555555555555,0.7298506102678494,7,3
15.338117122650146,83,5.4113516817468605,FORWARD,"(56, 56)",270,0.5,0.5,,0.05530381202697754,66,1.2529964086141674,8.381944444444445,0.7313135881848747,7,3
